"x" "y" "cell_label"
"1312" 1359.672196 3586.794469 "Excitatory"
"1313" 1363.8569 3680.175015 "Inhibitory"
"1314" 1365.113732 3641.016964 "Inhibitory"
"1315" 1400.43562 3657.878202 "Inhibitory"
"1316" 1420.584449 3752.451573 "Inhibitory"
"1317" 1431.212589 3673.620837 "Astrocyte"
"1318" 1451.60448 3651.836325 "Inhibitory"
"1319" 1450.464959 3677.586701 "Astrocyte"
"1320" 1455.094462 3685.680504 "Inhibitory"
"1321" 1472.094145 3675.519233 "Inhibitory"
"1322" 1487.934843 3704.079375 "Inhibitory"
"1323" 1344.404453 3605.851091 "Inhibitory"
"1324" 1354.517706 3669.786827 "Inhibitory"
"1325" 1358.090131 3604.618228 "Endothelial"
"1326" 1372.021885 3602.752127 "Inhibitory"
"1327" 1397.713344 3730.593504 "Microglia"
"1328" 1490.834274 3665.940181 "Inhibitory"
"1329" 1499.020393 3682.591583 "Inhibitory"
"1330" 1398.69735 3695.596864 "Inhibitory"
"1331" 1411.732974 3599.478319 "Inhibitory"
"1332" 1516.434467 3681.18162 "Inhibitory"
"1333" 1404.49983 3632.088531 "Inhibitory"
"1334" 1521.080172 3768.539489 "Astrocyte"
"1335" 1337.018699 3908.22752 "Astrocyte"
"1336" 1345.5754 3928.733276 "Excitatory"
"1337" 1350.078401 3852.097529 "Endothelial"
"1338" 1350.578338 3912.425115 "Endothelial"
"1339" 1351.749251 3791.877386 "Astrocyte"
"1340" 1353.856431 3946.612768 "Astrocyte"
"1341" 1361.969121 3863.263149 "Inhibitory"
"1342" 1362.562883 3930.657982 "Mature OD"
"1343" 1364.855688 3853.592157 "Astrocyte"
"1344" 1369.787175 3926.088766 "Inhibitory"
"1345" 1379.013024 3805.162211 "Inhibitory"
"1346" 1386.608903 3913.758693 "Immature OD"
"1347" 1394.414514 3870.393554 "Mature OD"
"1348" 1394.412474 3888.972692 "Inhibitory"
"1349" 1399.24672 3856.276271 "Endothelial"
"1350" 1397.88644 3877.785627 "Inhibitory"
"1351" 1401.471004 3833.510686 "Astrocyte"
"1352" 1401.927824 3895.656808 "Astrocyte"
"1353" 1405.922434 3958.794419 "Endothelial"
"1354" 1423.552507 3946.541114 "Endothelial"
"1355" 1424.942821 3915.504968 "Mature OD"
"1356" 1432.857977 3883.705377 "Immature OD"
"1357" 1435.215408 3842.669322 "Inhibitory"
"1358" 1434.179302 3789.465418 "Inhibitory"
"1359" 1436.289203 3862.450018 "Inhibitory"
"1360" 1439.598624 3906.48057 "Astrocyte"
"1361" 1453.953519 3910.328664 "Inhibitory"
"1362" 1459.701181 3950.242845 "Astrocyte"
"1363" 1460.191873 3812.036809 "Excitatory"
"1364" 1468.106517 3867.527101 "Inhibitory"
"1365" 1473.851008 3897.325952 "Mature OD"
"1366" 1476.424714 3814.487673 "Inhibitory"
"1367" 1478.970901 3948.95248 "Excitatory"
"1368" 1490.860128 3835.378123 "Excitatory"
"1369" 1496.920557 3932.449346 "Excitatory"
"1370" 1500.032566 3908.839186 "Excitatory"
"1371" 1500.678963 3954.915515 "Mature OD"
"1372" 1498.95137 3946.046797 "Immature OD"
"1373" 1502.131359 3932.085439 "Excitatory"
"1374" 1505.755495 3922.723702 "Inhibitory"
"1375" 1509.422201 3844.907914 "Endothelial"
"1376" 1510.472464 3898.624043 "Endothelial"
"1377" 1513.012683 3877.175262 "Endothelial"
"1378" 1400.434377 3794.906545 "Excitatory"
"1379" 1417.052109 3794.145794 "Inhibitory"
"1380" 1445.548907 3850.149206 "Inhibitory"
"1381" 1456.017306 3930.546716 "Endothelial"
"1382" 1332.229051 3952.481108 "Mature OD"
"1383" 1360.888671 3960.680516 "Inhibitory"
"1384" 1416.758043 3948.163171 "Mature OD"
"1385" 1429.007939 3817.031744 "Astrocyte"
"1386" 1472.047043 3961.029869 "Excitatory"
"1387" 1478.308743 3794.664095 "Inhibitory"
"1388" 1506.836723 3941.268865 "Excitatory"
"1389" 1336.921281 4167.058029 "Inhibitory"
"1390" 1341.88845 4122.39966 "Excitatory"
"1391" 1343.556006 4040.709352 "Mature OD"
"1392" 1350.099538 4085.14216 "Mature OD"
"1393" 1349.8873 4015.02147 "Mature OD"
"1394" 1358.211243 4159.339111 "Endothelial"
"1395" 1365.252148 4043.761929 "Mature OD"
"1396" 1368.379966 4057.371005 "Mature OD"
"1397" 1371.365929 4154.619851 "Mature OD"
"1398" 1384.079091 4012.677454 "Mature OD"
"1399" 1393.421533 3994.507643 "Astrocyte"
"1400" 1392.862258 4142.430238 "Mature OD"
"1401" 1393.351349 4164.484123 "Inhibitory"
"1402" 1391.18661 4081.111733 "Mature OD"
"1403" 1406.826594 4100.878951 "Mature OD"
"1404" 1411.148638 4017.113712 "Astrocyte"
"1405" 1423.54556 4031.267332 "Excitatory"
"1406" 1428.75241 4160.074186 "Excitatory"
"1407" 1451.318553 4113.206521 "Endothelial"
"1408" 1454.560617 4136.49739 "Astrocyte"
"1409" 1471.93325 4055.743656 "Immature OD"
"1410" 1468.509524 4005.60392 "Inhibitory"
"1411" 1471.10939 4168.673827 "Immature OD"
"1412" 1475.754274 4160.802829 "Excitatory"
"1413" 1481.271046 4141.020668 "Excitatory"
"1414" 1482.446366 4087.369801 "Excitatory"
"1415" 1484.234865 4096.520093 "Excitatory"
"1416" 1485.594271 4005.386264 "Inhibitory"
"1417" 1493.748257 4111.227127 "Endothelial"
"1418" 1504.176903 4070.738809 "Astrocyte"
"1419" 1508.41425 4076.67253 "Astrocyte"
"1420" 1508.027683 4091.623275 "Excitatory"
"1421" 1511.318357 4054.937928 "Inhibitory"
"1422" 1514.694285 4033.848493 "Astrocyte"
"1423" 1517.456018 4142.553095 "Endothelial"
"1424" 1519.144073 4174.653057 "Excitatory"
"1425" 1524.998829 4102.505546 "Endothelial"
"1426" 1361.443031 4029.029101 "Mature OD"
"1427" 1408.71126 4060.867686 "Excitatory"
"1428" 1410.335489 4138.635914 "Inhibitory"
"1429" 1423.320752 4043.055601 "Excitatory"
"1430" 1431.420792 4070.718492 "Mature OD"
"1431" 1440.592369 4052.181221 "Endothelial"
"1432" 1460.647029 4094.939195 "Mature OD"
"1433" 1506.090472 4118.655014 "Mature OD"
"1434" 1507.696801 4022.949956 "Mature OD"
"1435" 1513.432924 4011.876343 "Excitatory"
"1436" 1340.603591 4034.037044 "Mature OD"
"1437" 1348.367467 4156.289517 "Excitatory"
"1438" 1389.02015 4030.690876 "Mature OD"
"1439" 1405.511301 4158.554625 "Excitatory"
"1440" 1422.58696 4003.123388 "Mature OD"
"1441" 1474.9764 4028.235223 "Excitatory"
"1442" 1476.903261 4122.974892 "Excitatory"
"1443" 1520.205552 3989.251663 "Inhibitory"
"1444" 1348.319117 4024.052272 "Mature OD"
"1445" 1422.388567 4123.98179 "Excitatory"
"1446" 1424.380711 4016.212023 "Mature OD"
"1447" 1436.673299 4005.843352 "Mature OD"
"1448" 1446.651312 4020.189169 "Astrocyte"
"1449" 1506.300498 4101.115754 "Excitatory"
"1450" 1538.692712 4088.417924 "Endothelial"
"1451" 1545.822477 4151.012716 "Excitatory"
"1452" 1546.543014 4133.505065 "Excitatory"
"1453" 1549.150899 4038.890999 "Microglia"
"1454" 1556.748387 4144.274575 "Excitatory"
"1455" 1560.317939 4022.194468 "Endothelial"
"1456" 1563.54925 4091.556981 "Excitatory"
"1457" 1572.830424 4150.209149 "Endothelial"
"1458" 1576.172832 4012.937139 "Endothelial"
"1459" 1576.504806 4070.909335 "Excitatory"
"1460" 1577.965714 4107.522776 "Excitatory"
"1461" 1575.995926 4118.182194 "Excitatory"
"1462" 1576.064505 4053.405819 "Astrocyte"
"1463" 1579.093468 3991.129637 "Inhibitory"
"1464" 1591.461609 4144.366074 "Excitatory"
"1465" 1593.115928 3985.562785 "Mature OD"
"1466" 1605.463136 4128.821785 "Endothelial"
"1467" 1607.505816 4106.655754 "Excitatory"
"1468" 1627.913839 4033.571561 "Inhibitory"
"1469" 1629.491729 4061.274893 "Inhibitory"
"1470" 1627.527269 4099.369669 "Excitatory"
"1471" 1635.352587 4130.869924 "Excitatory"
"1472" 1639.265662 4164.518536 "Excitatory"
"1473" 1638.063186 4105.85509 "Excitatory"
"1474" 1640.905646 4059.385014 "Excitatory"
"1475" 1643.041031 4093.430409 "Astrocyte"
"1476" 1642.539395 4078.217892 "Excitatory"
"1477" 1652.091871 4027.945016 "Excitatory"
"1478" 1656.335043 4164.837343 "Excitatory"
"1479" 1658.599376 3997.763933 "Astrocyte"
"1480" 1658.996169 4043.264862 "Excitatory"
"1481" 1671.967488 4059.228027 "Excitatory"
"1482" 1675.341435 4049.38256 "Excitatory"
"1483" 1682.521653 4090.204857 "Excitatory"
"1484" 1691.706676 4021.47228 "Endothelial"
"1485" 1691.066513 4149.472222 "Excitatory"
"1486" 1699.755005 4028.946192 "Ependymal"
"1487" 1704.422394 4139.082074 "Astrocyte"
"1488" 1703.815202 4053.1077 "Ependymal"
"1489" 1704.636641 3989.529632 "Ependymal"
"1490" 1705.912757 4001.96793 "Ependymal"
"1491" 1710.084051 4036.005564 "Ependymal"
"1492" 1716.610599 4061.196584 "Ependymal"
"1493" 1721.847528 4067.77763 "Ependymal"
"1494" 1557.348455 3999.804174 "Astrocyte"
"1495" 1591.226102 4100.318199 "Excitatory"
"1496" 1621.610262 4161.166629 "Excitatory"
"1497" 1622.690602 4079.067118 "Excitatory"
"1498" 1652.445879 4130.597622 "Excitatory"
"1499" 1707.721871 4029.353507 "Ependymal"
"1500" 1706.970949 4097.852044 "Excitatory"
"1501" 1537.566683 4013.532583 "Endothelial"
"1502" 1593.622514 3998.457481 "Microglia"
"1503" 1598.28715 3995.980512 "Astrocyte"
"1504" 1609.901699 4032.42681 "Excitatory"
"1505" 1612.819543 4115.118915 "Excitatory"
"1506" 1664.499112 4087.33213 "Excitatory"
"1507" 1662.653894 4056.758042 "Excitatory"
"1508" 1675.714134 4162.360395 "Excitatory"
"1509" 1676.673609 4113.03111 "Excitatory"
"1510" 1678.926389 4150.826346 "Excitatory"
"1511" 1592.869224 4079.068094 "Excitatory"
"1512" 1684.443372 4126.729037 "Excitatory"
"1513" 1534.684415 4093.933394 "Excitatory"
"1514" 1605.561167 4098.690518 "Endothelial"
"1515" 1642.278281 4143.929366 "Excitatory"
"1516" 1645.218264 4152.854042 "Excitatory"
"1517" 1542.209711 3909.204224 "Mature OD"
"1518" 1543.596641 3864.815515 "Inhibitory"
"1519" 1544.664445 3884.056335 "Mature OD"
"1520" 1555.796472 3837.441951 "Inhibitory"
"1521" 1562.877095 3813.874188 "Immature OD"
"1522" 1564.857661 3808.474071 "Immature OD"
"1523" 1565.826449 3888.642784 "Endothelial"
"1524" 1575.613244 3807.956116 "Excitatory"
"1525" 1577.375407 3921.238144 "Excitatory"
"1526" 1581.408879 3943.511382 "Astrocyte"
"1527" 1581.201058 3836.368913 "Astrocyte"
"1528" 1592.375882 3783.713819 "Endothelial"
"1529" 1601.588733 3834.927634 "Astrocyte"
"1530" 1603.395737 3966.95073 "Astrocyte"
"1531" 1602.737157 3803.286419 "Inhibitory"
"1532" 1603.858774 3859.07916 "Astrocyte"
"1533" 1618.476303 3879.255022 "Endothelial"
"1534" 1626.76981 3829.708839 "Inhibitory"
"1535" 1629.044191 3862.099515 "Inhibitory"
"1536" 1633.629866 3878.187134 "Astrocyte"
"1537" 1648.856267 3898.376658 "Inhibitory"
"1538" 1650.742359 3808.684331 "Astrocyte"
"1539" 1654.109105 3829.169831 "Astrocyte"
"1540" 1657.166361 3805.591081 "Endothelial"
"1541" 1663.466696 3971.444694 "Astrocyte"
"1542" 1668.985905 3787.666208 "Excitatory"
"1543" 1670.685622 3856.197304 "Endothelial"
"1544" 1675.513553 3830.790055 "Endothelial"
"1545" 1675.603133 3841.99972 "Astrocyte"
"1546" 1678.113596 3889.080565 "Ependymal"
"1547" 1679.671224 3821.337685 "Endothelial"
"1548" 1683.132327 3938.055646 "Ependymal"
"1549" 1681.55535 3897.5613 "Ependymal"
"1550" 1687.544612 3848.948746 "Endothelial"
"1551" 1687.791886 3871.600732 "Ependymal"
"1552" 1688.66132 3793.681877 "Endothelial"
"1553" 1688.016141 3865.010209 "Ependymal"
"1554" 1690.624621 3892.658231 "Ependymal"
"1555" 1695.843288 3930.450048 "Ependymal"
"1556" 1697.749398 3912.060646 "Ependymal"
"1557" 1696.067466 3958.822034 "Inhibitory"
"1558" 1696.971093 3966.278981 "Inhibitory"
"1559" 1702.160395 3845.6344 "Ependymal"
"1560" 1699.589949 3918.947602 "Ependymal"
"1561" 1701.29701 3902.967935 "Ependymal"
"1562" 1698.810037 3793.667885 "Astrocyte"
"1563" 1553.304818 3905.171161 "Immature OD"
"1564" 1633.08386 3956.872592 "Astrocyte"
"1565" 1667.699648 3927.516113 "Astrocyte"
"1566" 1699.621404 3817.898471 "Inhibitory"
"1567" 1708.126202 3821.234499 "Ependymal"
"1568" 1715.611151 3811.633891 "Ependymal"
"1569" 1682.183489 3909.487031 "Inhibitory"
"1570" 1692.751572 3845.141379 "Ependymal"
"1571" 1696.009432 3830.891108 "Ependymal"
"1572" 1696.521121 3837.447014 "Ependymal"
"1573" 1542.411976 3747.288214 "Inhibitory"
"1574" 1542.654334 3713.311694 "Inhibitory"
"1575" 1545.058285 3670.163519 "Inhibitory"
"1576" 1550.837238 3662.032647 "Immature OD"
"1577" 1557.736071 3677.876574 "Inhibitory"
"1578" 1566.232114 3741.401518 "Inhibitory"
"1579" 1565.404875 3710.901738 "Inhibitory"
"1580" 1567.539399 3767.011289 "Endothelial"
"1581" 1573.737837 3642.288472 "Inhibitory"
"1582" 1584.57819 3664.847018 "Excitatory"
"1583" 1585.237672 3647.090122 "Excitatory"
"1584" 1586.652363 3762.923731 "Astrocyte"
"1585" 1587.790723 3708.88556 "Inhibitory"
"1586" 1593.959419 3697.334993 "Endothelial"
"1587" 1593.708095 3636.206633 "Inhibitory"
"1588" 1593.175012 3735.368109 "Inhibitory"
"1589" 1597.18132 3661.909438 "Inhibitory"
"1590" 1599.810738 3599.564752 "Inhibitory"
"1591" 1608.283551 3624.777115 "Astrocyte"
"1592" 1610.149102 3743.97016 "Inhibitory"
"1593" 1619.094152 3666.582708 "Inhibitory"
"1594" 1619.436826 3710.783488 "Astrocyte"
"1595" 1621.649009 3622.57119 "Inhibitory"
"1596" 1625.447597 3641.187561 "Endothelial"
"1597" 1632.637222 3606.260252 "Inhibitory"
"1598" 1631.863786 3700.138451 "Endothelial"
"1599" 1633.8933 3635.444178 "Astrocyte"
"1600" 1639.57287 3601.675427 "Inhibitory"
"1601" 1639.331884 3717.276941 "Inhibitory"
"1602" 1639.375903 3737.075526 "Inhibitory"
"1603" 1643.464854 3770.600427 "Endothelial"
"1604" 1651.593972 3664.986197 "Excitatory"
"1605" 1659.333563 3727.261789 "Inhibitory"
"1606" 1661.892067 3610.701534 "Inhibitory"
"1607" 1662.53995 3711.190499 "Inhibitory"
"1608" 1665.283506 3755.510226 "Astrocyte"
"1609" 1664.731544 3661.731272 "Inhibitory"
"1610" 1667.847799 3690.167321 "Astrocyte"
"1611" 1672.167223 3728.340001 "Excitatory"
"1612" 1673.494676 3676.970294 "Inhibitory"
"1613" 1673.82219 3635.187113 "Inhibitory"
"1614" 1677.265947 3603.206852 "Excitatory"
"1615" 1680.315599 3685.19514 "Inhibitory"
"1616" 1680.677751 3706.328762 "Inhibitory"
"1617" 1689.639777 3715.988271 "Inhibitory"
"1618" 1691.223229 3623.266268 "Inhibitory"
"1619" 1695.081566 3586.877617 "Inhibitory"
"1620" 1706.954169 3714.52176 "Inhibitory"
"1621" 1556.666378 3694.954348 "Inhibitory"
"1622" 1568.689494 3612.531381 "Inhibitory"
"1623" 1676.001741 3721.133366 "Inhibitory"
"1624" 1712.899061 3719.712545 "Astrocyte"
"1625" 1676.781745 3659.558339 "Inhibitory"
"1626" 1591.283594 3702.693718 "Excitatory"
"1627" 1662.005779 3601.005786 "Inhibitory"
"1628" 1547.786304 3590.072151 "Inhibitory"
"1629" 1566.877421 3657.723149 "Inhibitory"
"1630" 1595.11536 3625.959898 "Inhibitory"
"1631" 1614.264874 3597.094277 "Inhibitory"
"1632" 1632.989276 3648.206436 "Inhibitory"
"1633" 1690.69648 3643.303006 "Excitatory"
"1634" 1545.217035 3458.160904 "Inhibitory"
"1635" 1547.040158 3499.086188 "Inhibitory"
"1636" 1554.444521 3413.127471 "Endothelial"
"1637" 1558.195775 3476.651486 "Inhibitory"
"1638" 1562.133079 3493.061464 "Inhibitory"
"1639" 1564.066708 3538.702911 "Endothelial"
"1640" 1572.571979 3399.999841 "Astrocyte"
"1641" 1577.427515 3459.216547 "Inhibitory"
"1642" 1585.616374 3427.044433 "Inhibitory"
"1643" 1602.782378 3563.595112 "Inhibitory"
"1644" 1615.970703 3384.850276 "Endothelial"
"1645" 1615.293781 3436.460531 "Inhibitory"
"1646" 1617.286023 3508.520422 "Inhibitory"
"1647" 1619.921468 3461.989412 "Astrocyte"
"1648" 1622.864073 3439.194003 "Mature OD"
"1649" 1623.989495 3392.63321 "Endothelial"
"1650" 1629.064994 3464.187953 "Excitatory"
"1651" 1630.251191 3408.228451 "Endothelial"
"1652" 1633.890128 3514.023591 "Inhibitory"
"1653" 1645.612103 3553.867872 "Excitatory"
"1654" 1648.397225 3433.621196 "Endothelial"
"1655" 1654.243076 3411.595285 "Inhibitory"
"1656" 1656.054066 3501.784804 "Inhibitory"
"1657" 1654.059994 3457.642622 "Immature OD"
"1658" 1668.912277 3407.888447 "Astrocyte"
"1659" 1668.298014 3539.479984 "Excitatory"
"1660" 1674.627577 3464.79713 "Inhibitory"
"1661" 1677.81305 3449.353182 "Excitatory"
"1662" 1680.03445 3471.221772 "Microglia"
"1663" 1679.361868 3495.678916 "Inhibitory"
"1664" 1684.959437 3390.105863 "Inhibitory"
"1665" 1688.541717 3539.490831 "Inhibitory"
"1666" 1689.585172 3473.263721 "Mature OD"
"1667" 1701.549231 3423.012271 "Inhibitory"
"1668" 1701.161089 3554.664153 "Inhibitory"
"1669" 1703.274001 3519.394623 "Mature OD"
"1670" 1705.256425 3452.253561 "Astrocyte"
"1671" 1711.704553 3539.051625 "Astrocyte"
"1672" 1711.346153 3491.373419 "Inhibitory"
"1673" 1713.188615 3401.710019 "Immature OD"
"1674" 1722.783562 3507.593914 "Astrocyte"
"1675" 1549.371847 3551.904662 "Inhibitory"
"1676" 1611.727256 3522.249191 "Inhibitory"
"1677" 1633.501167 3488.100402 "Inhibitory"
"1678" 1650.261626 3567.1758 "Astrocyte"
"1679" 1681.73779 3559.835385 "Inhibitory"
"1680" 1539.607719 3571.241823 "Inhibitory"
"1681" 1542.890556 3423.320506 "Inhibitory"
"1682" 1574.92142 3535.424242 "Astrocyte"
"1683" 1593.812139 3426.155385 "Excitatory"
"1684" 1594.144711 3483.507268 "Inhibitory"
"1685" 1644.591018 3543.630363 "Excitatory"
"1686" 1701.625991 3497.495253 "Excitatory"
"1687" 1708.069508 3503.51014 "Inhibitory"
"1688" 1715.700208 3515.925045 "Inhibitory"
"1689" 1615.865964 3479.032001 "Inhibitory"
"1690" 1629.241099 3513.083038 "Inhibitory"
"1691" 1602.202052 3539.792523 "Excitatory"
"1692" 1624.030575 3432.661958 "Astrocyte"
"1693" 1657.880684 3568.532821 "Inhibitory"
"1694" 1541.663461 3236.062537 "Inhibitory"
"1695" 1547.512807 3247.640135 "Excitatory"
"1696" 1550.393187 3315.153923 "Excitatory"
"1697" 1550.870411 3342.276338 "Excitatory"
"1698" 1550.710402 3363.800739 "Astrocyte"
"1699" 1551.416763 3286.879049 "Excitatory"
"1700" 1554.45887 3263.073782 "Inhibitory"
"1701" 1561.974804 3267.866577 "Inhibitory"
"1702" 1564.258253 3361.890555 "Inhibitory"
"1703" 1568.748779 3212.258423 "Excitatory"
"1704" 1577.991913 3245.846851 "Immature OD"
"1705" 1579.826005 3335.74075 "Excitatory"
"1706" 1581.559679 3257.717634 "Excitatory"
"1707" 1584.489543 3361.544653 "Inhibitory"
"1708" 1589.337141 3298.283613 "Inhibitory"
"1709" 1596.966815 3333.193968 "Astrocyte"
"1710" 1615.976856 3216.87108 "Mature OD"
"1711" 1621.352332 3273.177081 "Excitatory"
"1712" 1624.730471 3354.465306 "Endothelial"
"1713" 1625.079731 3230.790686 "Inhibitory"
"1714" 1631.336465 3208.534882 "Astrocyte"
"1715" 1635.190603 3276.461527 "Inhibitory"
"1716" 1638.915072 3340.003625 "Inhibitory"
"1717" 1639.537893 3370.763055 "Astrocyte"
"1718" 1649.218794 3343.180677 "Excitatory"
"1719" 1653.486368 3317.471987 "Excitatory"
"1720" 1655.616258 3344.720527 "Endothelial"
"1721" 1655.837398 3279.925319 "Excitatory"
"1722" 1657.724952 3299.344381 "Inhibitory"
"1723" 1655.959309 3359.671775 "Inhibitory"
"1724" 1660.575366 3240.7905 "Excitatory"
"1725" 1670.765876 3200.388276 "Excitatory"
"1726" 1671.287885 3227.001092 "Excitatory"
"1727" 1676.123874 3258.126627 "Excitatory"
"1728" 1686.16434 3234.086124 "Astrocyte"
"1729" 1700.802572 3224.502305 "Inhibitory"
"1730" 1701.957233 3289.799739 "Astrocyte"
"1731" 1701.065355 3270.6347 "Inhibitory"
"1732" 1703.965633 3201.296551 "Excitatory"
"1733" 1706.482614 3341.812391 "Endothelial"
"1734" 1707.559451 3358.928998 "Endothelial"
"1735" 1720.136172 3199.792387 "Excitatory"
"1736" 1545.709122 3200.139205 "Excitatory"
"1737" 1557.091212 3332.012728 "Excitatory"
"1738" 1561.019731 3221.53812 "Inhibitory"
"1739" 1567.522934 3289.409101 "Inhibitory"
"1740" 1567.739209 3358.534184 "Immature OD"
"1741" 1576.643141 3298.895268 "Inhibitory"
"1742" 1582.752473 3227.409985 "Inhibitory"
"1743" 1592.103655 3349.970513 "Inhibitory"
"1744" 1600.644685 3254.902815 "Inhibitory"
"1745" 1606.432605 3303.51981 "Astrocyte"
"1746" 1623.734888 3261.199739 "Astrocyte"
"1747" 1624.499242 3328.534968 "Inhibitory"
"1748" 1633.003214 3264.051445 "Endothelial"
"1749" 1642.626346 3230.724856 "Inhibitory"
"1750" 1658.817479 3262.579272 "Inhibitory"
"1751" 1664.761789 3270.44768 "Inhibitory"
"1752" 1688.515215 3324.855518 "Astrocyte"
"1753" 1686.935679 3292.6073 "Inhibitory"
"1754" 1548.351014 3189.966855 "Inhibitory"
"1755" 1574.137962 3249.412537 "Immature OD"
"1756" 1624.172489 3292.964384 "Excitatory"
"1757" 1690.193588 3186.254735 "Astrocyte"
"1758" 1696.998041 3188.242244 "Endothelial"
"1759" 1626.532897 3204.102976 "Astrocyte"
"1760" 1615.564699 3253.079799 "Inhibitory"
"1761" 1656.062221 3207.542494 "Astrocyte"
"1762" 1683.623715 3185.5165 "Microglia"
"1763" 1705.170488 3319.78159 "Immature OD"
"1764" 1536.990112 3039.501216 "Excitatory"
"1765" 1538.141402 3080.596369 "Astrocyte"
"1766" 1548.869109 3110.390927 "Inhibitory"
"1767" 1551.291966 2983.019807 "Mature OD"
"1768" 1553.189254 3159.012856 "Inhibitory"
"1769" 1561.616954 3076.595907 "Excitatory"
"1770" 1561.747268 3012.751346 "Inhibitory"
"1771" 1564.691467 3170.512646 "Inhibitory"
"1772" 1564.739417 3037.161743 "Inhibitory"
"1773" 1569.930622 3099.861787 "Excitatory"
"1774" 1583.742637 3064.905066 "Excitatory"
"1775" 1588.497635 3041.129481 "Immature OD"
"1776" 1587.756985 3013.832043 "Inhibitory"
"1777" 1588.875205 3149.869789 "Endothelial"
"1778" 1599.546525 2998.267301 "Inhibitory"
"1779" 1603.203899 3110.67934 "Excitatory"
"1780" 1603.694332 3012.344263 "Inhibitory"
"1781" 1603.219878 3067.664903 "Inhibitory"
"1782" 1603.941145 3119.398153 "Excitatory"
"1783" 1605.504568 3127.981363 "Excitatory"
"1784" 1610.239798 3082.45691 "Inhibitory"
"1785" 1622.849388 3160.236805 "Inhibitory"
"1786" 1630.00196 3117.107909 "Excitatory"
"1787" 1635.335769 3080.429875 "Inhibitory"
"1788" 1641.314616 3108.621563 "Inhibitory"
"1789" 1645.249761 2994.288722 "Astrocyte"
"1790" 1642.872669 3140.501825 "Excitatory"
"1791" 1648.023694 3039.955339 "Inhibitory"
"1792" 1651.845586 2995.310586 "Excitatory"
"1793" 1655.916665 3084.106872 "Astrocyte"
"1794" 1662.104985 3164.982505 "Endothelial"
"1795" 1663.210298 3171.096076 "Endothelial"
"1796" 1664.927213 3100.387473 "Mature OD"
"1797" 1669.074379 3131.319421 "Inhibitory"
"1798" 1672.502186 3004.06654 "Excitatory"
"1799" 1674.275308 3070.616604 "Excitatory"
"1800" 1674.144349 3127.813317 "Astrocyte"
"1801" 1675.249037 3030.931851 "Excitatory"
"1802" 1678.34212 3162.109922 "Excitatory"
"1803" 1682.816715 3095.819712 "Excitatory"
"1804" 1683.929858 3105.617244 "Excitatory"
"1805" 1689.690435 3009.016229 "Ependymal"
"1806" 1689.71351 3022.882322 "Excitatory"
"1807" 1697.376461 3141.70916 "Astrocyte"
"1808" 1699.609077 2992.166566 "Ependymal"
"1809" 1699.809414 3046.724476 "Ependymal"
"1810" 1714.074712 3093.105999 "Ependymal"
"1811" 1714.206966 3001.248569 "Ependymal"
"1812" 1712.982641 3020.936443 "Ependymal"
"1813" 1714.448597 3136.891221 "Ependymal"
"1814" 1716.511987 3116.958862 "Ependymal"
"1815" 1717.132905 3104.518312 "Ependymal"
"1816" 1721.764247 3062.781362 "Ependymal"
"1817" 1543.617998 3127.05527 "Inhibitory"
"1818" 1584.686045 3100.37191 "Inhibitory"
"1819" 1632.008695 2993.097995 "Inhibitory"
"1820" 1637.197121 3153.148085 "Inhibitory"
"1821" 1695.351397 3008.398085 "Ependymal"
"1822" 1696.08014 3020.453192 "Ependymal"
"1823" 1698.344033 3085.155181 "Excitatory"
"1824" 1703.501133 3097.470652 "Microglia"
"1825" 1707.829471 3061.6846 "Ependymal"
"1826" 1536.105125 3105.056722 "Excitatory"
"1827" 1633.283004 3023.771736 "Inhibitory"
"1828" 1634.725365 3055.417637 "Immature OD"
"1829" 1697.314001 3152.82765 "Inhibitory"
"1830" 1705.096223 3044.952031 "Ependymal"
"1831" 1715.716433 3147.472214 "Inhibitory"
"1832" 1721.919378 3039.80166 "Ependymal"
"1833" 1536.521727 2801.680215 "Excitatory"
"1834" 1542.330959 2955.708989 "Excitatory"
"1835" 1548.899998 2888.267883 "Astrocyte"
"1836" 1556.147007 2800.528845 "Excitatory"
"1837" 1556.508535 2926.896268 "Excitatory"
"1838" 1562.960223 2865.718098 "Inhibitory"
"1839" 1565.936467 2960.270327 "Inhibitory"
"1840" 1572.117322 2859.328369 "Excitatory"
"1841" 1573.474065 2809.214621 "Excitatory"
"1842" 1576.229857 2958.945109 "Inhibitory"
"1843" 1575.926795 2933.417886 "Inhibitory"
"1844" 1579.62003 2849.623979 "Excitatory"
"1845" 1584.060829 2890.711754 "Excitatory"
"1846" 1596.514731 2909.635255 "Excitatory"
"1847" 1599.150896 2840.914737 "Inhibitory"
"1848" 1598.436483 2854.020982 "Excitatory"
"1849" 1603.180909 2946.38475 "Astrocyte"
"1850" 1610.008491 2894.875816 "Immature OD"
"1851" 1614.744996 2820.841692 "Excitatory"
"1852" 1621.156416 2802.90942 "Astrocyte"
"1853" 1622.862348 2956.229114 "Inhibitory"
"1854" 1627.722517 2839.295522 "Endothelial"
"1855" 1630.720383 2911.301459 "Endothelial"
"1856" 1635.777799 2808.02254 "Immature OD"
"1857" 1633.166698 2865.88927 "Excitatory"
"1858" 1637.722903 2942.016761 "Inhibitory"
"1859" 1636.625959 2789.969945 "Excitatory"
"1860" 1640.670176 2898.380419 "Astrocyte"
